Тип жилья,Кол-во комнат,Станция метро,Время в пути,Этаж,Общая площадь комнат,Наличие ремонта,Год постройки,Срок сдачи,Тип дома,Цена
Вторичка Апартаменты,1-комн,Бауманская,5 мин. пешком,6,"38,5",Без ремонта,,,,10 900 000 
Вторичка,1-комн,Алтуфьево,8 мин. пешком,10,"35,9",Евроремонт,1981,,Панельный,7 500 000 
Вторичка,2-комн,Беляево,10 мин. на транспорте,3,"57,3",Евроремонт,2003,,Панельный,13 400 000 
Вторичка Апартаменты,1-комн,Коньково,3 мин. пешком,13,"39,1",Евроремонт,,,,10 087 800 
Вторичка Апартаменты,2-комн,Красносельская,8 мин. пешком,7,"61,3",Косметический,,,,17 156 031 
Новостройка,2-комн,Китай-город,5 мин. пешком,2,75,,,,,79 310 000 
Вторичка Апартаменты,1-комн,Автозаводская,6 мин. пешком,7,64,Без ремонта,,,,15 638 000 
Вторичка Апартаменты,1-комн,Коньково,2 мин. пешком,13,"39,1",Евроремонт,,,,10 120 000 
Вторичка,4-комн,Чкаловская,12 мин. пешком,5,"126,12",Без ремонта,,,,69 353 388 
Новостройка,3-комн,Китай-город,5 мин. пешком,3,121,,,,,125 640 000 
Вторичка,1-комн,Тимирязевская,1 мин. пешком,3,33,Дизайнерский,1963,,Монолитный,7 450 000 
Новостройка,3-комн,Алексеевская,12 мин. пешком,7,"71,71",,,2023,Монолитный,15 059 100 
Новостройка,1-комн,Бунинская аллея,7 мин. на транспорте,16,"36,2",,,,,6 400 000 
Новостройка Апартаменты,1-комн,Шаболовская,15 мин. пешком,8,"28,8",,,2021,,7 249 951 
Новостройка Апартаменты,1-комн,Шаболовская,15 мин. пешком,12,"32,9",,,2021,,8 531 845 
Новостройка Апартаменты,1-комн,Шаболовская,15 мин. пешком,12,"34,6",,,2021,,8 925 244 
Вторичка,2-комн,Багратионовская,1 мин. пешком,2,70,Косметический,2002,,Монолитный,18 500 000 
Вторичка,2-комн,Проспект Мира,10 мин. пешком,3,39,Косметический,1965,,Блочный,10 000 000 
Вторичка,Квартира свободной планировки,Дубровка,5 мин. пешком,8,70,Без ремонта,,,,20 500 000 
Вторичка Апартаменты,2-комн,Динамо,5 мин. пешком,7,56,Без ремонта,,,,14 300 000 
Вторичка,2-комн,Бибирево,14 мин. пешком,1,"39,2",Косметический,1976,,Панельный,7 899 000 
Вторичка,3-комн,Алексеевская,5 мин. на транспорте,7,"101,1",Без ремонта,,,,27 700 000 
Вторичка Апартаменты,1-комн,Улица 1905 года,7 мин. пешком,3,42,Дизайнерский,2018,,Монолитный,14 200 000 
Вторичка,2-комн,Арбатская,,4,97,Дизайнерский,2008,,Кирпичный,67 000 000 
Вторичка,Многокомнатная квартира,Кропоткинская,6 мин. пешком,4,353,Евроремонт,1917,,Кирпичный,215 000 000 
Новостройка,2-комн,Академическая,10 мин. пешком,16,"70,99",,,2020,,24 988 561 
Новостройка,2-комн,Кунцевская,3 мин. на транспорте,25,"58,51",,,2021,,13 572 857 
Новостройка,Студия,Текстильщики,4 мин. на транспорте,5,27,,,2022,Монолитный,5 567 400 
Новостройка,2-комн,Текстильщики,4 мин. на транспорте,4,"68,2",,,2022,,9 704 860 
Новостройка,1-комн,Текстильщики,4 мин. на транспорте,3,"43,2",,,2022,,7 603 200 
Новостройка,Студия,Текстильщики,4 мин. на транспорте,3,29,,,2022,Монолитный,5 959 500 
Новостройка,1-комн,Текстильщики,4 мин. на транспорте,12,"33,7",,,2022,,6 625 420 
Новостройка,2-комн,Текстильщики,4 мин. на транспорте,3,"62,2",,,2022,,9 821 380 
Новостройка,1-комн,Текстильщики,4 мин. на транспорте,5,"37,8",,,2022,,6 822 900 
Новостройка,2-комн,Текстильщики,4 мин. на транспорте,3,"54,7",,,2022,,9 151 310 
Новостройка,1-комн,Текстильщики,4 мин. на транспорте,19,"46,8",,,2022,,8 255 520 
Новостройка,1-комн,Текстильщики,4 мин. на транспорте,4,"39,6",,,2022,,7 128 000 
Вторичка,2-комн,Печатники,5 мин. пешком,3,"45,2",Евроремонт,1973,,Панельный,7 600 000 
Вторичка,1-комн,Домодедовская,10 мин. пешком,2,58,Без ремонта,2018,,Монолитный,9 512 000 
Вторичка,2-комн,Алексеевская,5 мин. на транспорте,3,71,Без ремонта,,,,17 600 000 
Вторичка,4-комн,Арбатская,5 мин. пешком,2,120,,1914,,,89 000 000 
Вторичка Апартаменты,3-комн,Улица 1905 года,10 мин. пешком,30,"73,2",Дизайнерский,2018,,Монолитный,23 500 000 
Вторичка,2-комн,Калужская,3 мин. на транспорте,30,"88,6",Дизайнерский,2010,,Монолитный,28 500 000 
Новостройка,2-комн,Дубровка,3 мин. пешком,5,"65,1",,,2021,Монолитный,16 275 000 
Вторичка,4-комн,Китай-город,,2,120,Дизайнерский,,,,55 000 000 
Вторичка,2-комн,Братиславская,9 мин. пешком,4,61,Косметический,1998,,Панельный,10 400 000 
Вторичка Апартаменты,3-комн,Красные ворота,11 мин. пешком,16,84,Дизайнерский,2018,,Монолитный,35 000 000 
Вторичка,1-комн,Волжская,4 мин. на транспорте,11,"34,6",Косметический,1978,,Блочный,6 470 000 
Вторичка,Студия,Авиамоторная,5 мин. пешком,12,"20,6",Косметический,,,Монолитный,6 800 000 
Вторичка,4-комн,Академическая,11 мин. пешком,3,112,Евроремонт,1997,,Панельный,24 500 000 
Вторичка,Квартира свободной планировки,Аэропорт,13 мин. пешком,9,87,Без ремонта,,,Монолитный,18 450 000 
Вторичка,3-комн,Авиамоторная,5 мин. пешком,2,92,Евроремонт,1930,,Кирпичный,14 000 000 
Вторичка,3-комн,Аннино,3 мин. на транспорте,2,"62,1",Косметический,1971,,Панельный,9 800 000 
Вторичка,4-комн,Смоленская,4 мин. пешком,13,170,Дизайнерский,2010,,Монолитный,125 000 000 
Вторичка,3-комн,Домодедовская,18 мин. пешком,8,"58,2",Косметический,1974,,Панельный,8 650 000 
Вторичка,2-комн,Войковская,15 мин. пешком,1,"55,9",Косметический,1960,,,8 600 000 
Вторичка,2-комн,ВДНХ,15 мин. на транспорте,8,45,Косметический,1972,,Панельный,7 000 000 
Вторичка,2-комн,Кузьминки,8 мин. пешком,5,42,Косметический,1962,,Панельный,7 400 000 
Вторичка,3-комн,Ленинский проспект,<1 мин. на транспорте,3,"66,2",Косметический,1950,,Кирпичный,13 500 000 
Вторичка,2-комн,Академическая,<1 мин. на транспорте,4,64,Косметический,1955,,Кирпичный,16 000 000 
Вторичка,2-комн,Водный стадион,5 мин. пешком,25,42,Дизайнерский,2015,,Монолитный,11 990 000 
Вторичка Апартаменты,4-комн,Маяковская,2 мин. пешком,7,179,Без ремонта,,,,64 900 000 
Вторичка,1-комн,Бибирево,12 мин. пешком,11,38,Косметический,1976,,Панельный,6 600 000 
Вторичка,3-комн,Дубровка,5 мин. пешком,17,123,Дизайнерский,2012,,,36 990 000 
Вторичка Апартаменты,2-комн,Дмитровская,10 мин. пешком,3,65,Дизайнерский,2017,,Монолитный,16 990 000 
Вторичка,3-комн,Сокол,5 мин. пешком,13,115,Евроремонт,2006,,,48 989 998 
Вторичка,5-комн,Сокол,5 мин. пешком,12,222,Евроремонт,2006,,,133 252 560 
Вторичка,4-комн,Сокол,5 мин. пешком,9,218,Евроремонт,2006,,,99 500 000 
Вторичка,3-комн,Аннино,2 мин. пешком,9,"76,1",Без ремонта,,,,12 700 000 
Новостройка,1-комн,Домодедовская,2 мин. на транспорте,15,"39,6",,,2021,Монолитный,7 749 720 
Новостройка,Студия,Братиславская,6 мин. на транспорте,25,"21,6",,,2021,Панельный,4 639 680 
Новостройка,2-комн,Текстильщики,4 мин. на транспорте,8,"59,3",,,2022,,9 636 250 
Новостройка,1-комн,Кунцевская,3 мин. на транспорте,23,"34,11",,,2021,,8 383 010 
Новостройка,1-комн,Алексеевская,12 мин. пешком,8,"43,04",,,2022,Монолитный,9 727 040 
Вторичка,4-комн,Кропоткинская,5 мин. на транспорте,3,305,Косметический,1910,,Кирпичный,119 000 000 
Новостройка Апартаменты,2-комн,Курская,1 мин. пешком,7,43,,,,,15 000 000 
Новостройка Апартаменты,1-комн,Курская,1 мин. пешком,8,"35,5",,,,,12 250 000 
Новостройка Апартаменты,Апартаменты-студия,Ботанический сад,3 мин. пешком,2,"27,9",,,,Монолитный,6 200 000 
Новостройка,2-комн,Автозаводская,11 мин. пешком,8,"66,39",,,,,18 500 000 
Вторичка,1-комн,Домодедовская,7 мин. пешком,1,"39,2",Евроремонт,1983,,Панельный,6 999 999 
Вторичка,2-комн,Коломенская,15 мин. пешком,5,47,Косметический,1970,,Панельный,8 850 000 
Вторичка,4-комн,Шаболовская,9 мин. пешком,12,119,Дизайнерский,2017,,Монолитный,58 000 000 
Вторичка,5-комн,Киевская,5 мин. пешком,2,224,Без ремонта,2007,,Монолитный,54 000 000 
Вторичка,3-комн,Домодедовская,13 мин. пешком,8,52,Евроремонт,1973,,Панельный,10 000 000 
Новостройка,1-комн,Бабушкинская,3 мин. на транспорте,8,"29,8",,,2021,Монолитный,6 496 608 
Вторичка,1-комн,Проспект Вернадского,18 мин. пешком,8,"28,5",Евроремонт,1967,,Панельный,7 600 000 
Вторичка,1-комн,Калужская,29 мин. пешком,15,"38,1",Евроремонт,1997,,Панельный,9 100 000 
Вторичка,2-комн,Балтийская,29 мин. пешком,3,85,,2005,,Монолитный,34 000 000 
Вторичка,2-комн,Улица Академика Янгеля,2 мин. пешком,16,"65,1",Косметический,2014,,Монолитный,15 950 000 
Новостройка,3-комн,Авиамоторная,<1 мин. на транспорте,23,"90,6",,,,,18 500 000 
Новостройка Апартаменты,2-комн,Бауманская,6 мин. пешком,3,"75,4",,2016,2015,Монолитный,20 372 800 
Новостройка Апартаменты,1-комн,Автозаводская,3 мин. пешком,7,"62,55",,,2019,,14 886 900 
Вторичка Апартаменты,1-комн,Дмитровская,11 мин. пешком,19,29,Дизайнерский,2018,,,9 000 000 
Вторичка,3-комн,Сокольники,4 мин. на транспорте,14,"74,5",Косметический,2000,,Кирпичный,19 900 000 
Вторичка Апартаменты,2-комн,Выставочная,5 мин. пешком,44,68,Дизайнерский,,,,28 249 798 
Вторичка Апартаменты,2-комн,Выставочная,5 мин. пешком,40,68,Дизайнерский,,,,27 928 632 
Новостройка,2-комн,Аэропорт,8 мин. пешком,7,"76,79",,,2020,,25 494 280 
Новостройка,1-комн,Аэропорт,8 мин. пешком,10,"46,69",,,2020,,16 834 080 
Новостройка,2-комн,Аэропорт,8 мин. пешком,10,"70,89",,,2020,,25 190 974 
Вторичка Апартаменты,2-комн,Выставочная,5 мин. пешком,39,77,Без ремонта,,,,34 500 000 
Вторичка Апартаменты,3-комн,Выставочная,5 мин. пешком,57,82,Без ремонта,,,,41 232 300 
Вторичка,2-комн,Бунинская аллея,16 мин. пешком,16,"60,9",Без ремонта,2016,,Монолитный,8 100 000 
Вторичка,2-комн,Филевский парк,15 мин. пешком,2,70,Без ремонта,,,,17 250 000 
Вторичка Апартаменты,2-комн,Калужская,18 мин. пешком,3,39,Без ремонта,2018,,Монолитный,8 000 000 
Вторичка Апартаменты,3-комн,Комсомольская,5 мин. пешком,5,"58,9",Косметический,,,,14 450 000 
Вторичка,1-комн,Бутово,10 мин. пешком,4,30,Косметический,1976,,Кирпичный,4 700 000 
Вторичка,2-комн,Зябликово,11 мин. пешком,10,54,Косметический,1977,,Блочный,8 200 000 
Вторичка,2-комн,Выхино,12 мин. пешком,9,"52,2",Без ремонта,,,,11 481 800 
Вторичка,2-комн,Выхино,12 мин. пешком,10,62,Без ремонта,,,,12 679 400 
Вторичка,1-комн,Выхино,12 мин. пешком,11,40,Без ремонта,,,,8 400 000 
Вторичка,3-комн,Выхино,12 мин. пешком,2,"86,7",Без ремонта,,,,17 650 100 
Вторичка,1-комн,Выхино,12 мин. пешком,4,39,Без ремонта,,,,8 006 000 
Новостройка,1-комн,Угрешская,5 мин. пешком,26,"33,7",,,2021,Монолитный,7 550 000 
Вторичка,5-комн,Войковская,,1,230,Без ремонта,,,,135 000 000 
Вторичка Апартаменты,3-комн,Войковская,,3,"171,4",Без ремонта,2015,,Монолитный,87 550 000 
Вторичка Апартаменты,2-комн,Войковская,,3,"92,8",Без ремонта,2015,,Монолитный,49 950 000 
Вторичка Апартаменты,1-комн,Войковская,,3,"78,6",Без ремонта,2015,,Монолитный,43 950 000 
Вторичка,4-комн,Баррикадная,,2,170,Без ремонта,2010,,Монолитный,377 548 920 
Вторичка,1-комн,Ясенево,10 мин. пешком,6,"32,6",Косметический,1976,,Монолитный,6 400 000 
Вторичка,3-комн,Филевский парк,5 мин. пешком,2,"106,2",Евроремонт,2002,,Монолитный,23 900 000 
Вторичка,3-комн,Пролетарская,10 мин. пешком,5,65,Евроремонт,1974,,Панельный,14 900 000 
Вторичка,1-комн,Чертановская,6 мин. пешком,3,42,Дизайнерский,2009,,Панельный,10 900 000 
Вторичка,2-комн,Царицыно,7 мин. пешком,1,39,Косметический,1968,,Блочный,8 300 000 
Вторичка,2-комн,Дубровка,10 мин. пешком,2,"47,1",,1959,,,9 800 000 
Вторичка,2-комн,Бибирево,10 мин. пешком,2,46,Косметический,1970,,Панельный,7 600 000 
Новостройка,Студия,Текстильщики,4 мин. на транспорте,15,"21,7",,,2022,Монолитный,5 134 220 
Вторичка,1-комн,Люблино,4 мин. на транспорте,14,39,Косметический,2011,,Панельный,6 550 000 
Вторичка,3-комн,Молодежная,14 мин. пешком,6,"72,6",Косметический,1996,,Панельный,15 500 000 
Новостройка,2-комн,Кунцевская,3 мин. на транспорте,19,"59,54",,,2019,,13 253 336 
Вторичка,4-комн,Кропоткинская,,2,186,Без ремонта,2005,,Монолитный,186 000 000 
Вторичка,3-комн,Калужская,6 мин. на транспорте,9,53,Дизайнерский,1968,,Панельный,14 600 000 
Вторичка,5-комн,Таганская,13 мин. пешком,8,132,Дизайнерский,,,,75 000 000 
Вторичка Апартаменты,2-комн,Кунцевская,15 мин. пешком,3,"78,5",,2015,,Монолитный,11 775 000 
Вторичка,2-комн,Кузьминки,16 мин. пешком,1,50,Без ремонта,1988,,Панельный,8 900 000 
Вторичка,2-комн,Рязанский проспект,7 мин. пешком,11,"57,1",Без ремонта,,,,10 923 230 
Вторичка,2-комн,Рязанский проспект,7 мин. пешком,6,"57,2",Без ремонта,,,,11 617 800 
Вторичка,2-комн,Академическая,10 мин. пешком,16,"53,8",Евроремонт,1997,,Панельный,16 200 000 
Вторичка,1-комн,Пражская,17 мин. пешком,14,40,Евроремонт,2011,,Панельный,8 800 000 
Вторичка,3-комн,Рязанский проспект,7 мин. пешком,14,"75,6",Без ремонта,,,,16 035 434 
Вторичка,3-комн,Рязанский проспект,7 мин. пешком,2,"76,6",Без ремонта,,,,15 064 000 
Новостройка,2-комн,Улица 1905 года,2 мин. на транспорте,6,"69,53",,,2020,,22 944 900 
Новостройка,2-комн,Улица 1905 года,2 мин. на транспорте,9,"70,55",,,2020,,23 704 800 
Новостройка,2-комн,Улица 1905 года,2 мин. на транспорте,2,"62,92",,,2020,,21 713 692 
Новостройка,4-комн,Улица 1905 года,2 мин. на транспорте,14,"113,2",,,2020,,38 488 000 
Новостройка,3-комн,Аэропорт,8 мин. пешком,2,"100,99",,,2020,,32 663 701 
Новостройка,3-комн,Аэропорт,8 мин. пешком,2,"99,36",,,2020,,32 136 502 
Новостройка,3-комн,Аэропорт,8 мин. пешком,5,"98,41",,,2020,,32 573 710 
Новостройка,2-комн,Аэропорт,8 мин. пешком,2,"77,99",,,2020,,25 224 696 
Новостройка,2-комн,Аэропорт,8 мин. пешком,7,"76,79",,,2020,,25 494 280 
Новостройка,1-комн,Аэропорт,8 мин. пешком,10,"46,69",,,2020,,16 834 080 
Новостройка,2-комн,Аэропорт,8 мин. пешком,10,"70,89",,,2020,,25 190 974 
Вторичка,5-комн,Китай-город,4 мин. пешком,5,220,Евроремонт,1914,,Кирпичный,88 835 040 
Вторичка,1-комн,Бульвар Дмитрия Донского,13 мин. пешком,13,"43,7",Косметический,2005,,Панельный,8 499 000 
Вторичка,3-комн,Бибирево,12 мин. пешком,2,63,Евроремонт,1977,,Панельный,10 750 000 
Вторичка Апартаменты,1-комн,Красносельская,15 мин. пешком,3,36,Дизайнерский,2014,,Монолитный,8 200 000 
Новостройка,2-комн,Ботанический сад,2 мин. пешком,4,60,,,2020,,12 850 000 
Вторичка,1-комн,Дубровка,4 мин. пешком,4,31,Косметический,1961,,Кирпичный,7 500 000 
Вторичка,3-комн,Красносельская,5 мин. пешком,14,74,Евроремонт,2000,,Кирпичный,19 700 000 
Вторичка,2-комн,Бунинская аллея,11 мин. пешком,7,50,Евроремонт,2001,,,8 800 000 
Вторичка,4-комн,Ленинский проспект,5 мин. на транспорте,7,"152,8",Дизайнерский,1956,,Кирпичный,69 000 000 
Вторичка,2-комн,Отрадное,3 мин. на транспорте,5,"67,6",Без ремонта,,,,15 350 000 
Новостройка,4-комн,Багратионовская,5 мин. на транспорте,16,125,,,2020,Монолитный,37 270 000 
Новостройка,1-комн,Дубровка,3 мин. на транспорте,21,34,,,2021,Монолитный,7 420 000 
Новостройка,1-комн,Дубровка,3 мин. на транспорте,12,24,,,2021,Монолитный,5 000 000 
Вторичка,1-комн,Бульвар Дмитрия Донского,2 мин. пешком,12,37,Косметический,1991,,Панельный,7 300 000 
Новостройка,3-комн,Измайловская,2 мин. на транспорте,11,"92,19",,,2020,Монолитный,18 538 739 
Вторичка,4-комн,Коньково,15 мин. на транспорте,17,"127,8",Евроремонт,2006,,Монолитный,32 000 000 
Вторичка,1-комн,Авиамоторная,3 мин. на транспорте,2,41,Евроремонт,1958,,Кирпичный,7 999 000 
Вторичка Апартаменты,1-комн,Владыкино,5 мин. пешком,1,20,Евроремонт,,,,4 400 000 
Новостройка,2-комн,Угрешская,5 мин. пешком,16,45,,,2021,Монолитный,8 800 000 
Вторичка,1-комн,Улица Скобелевская,11 мин. пешком,2,"38,4",Евроремонт,2009,,Панельный,6 150 000 
Вторичка,1-комн,Бутово,3 мин. на транспорте,4,"38,6",Без ремонта,2018,,Монолитный,6 900 000 
Новостройка Апартаменты,1-комн,Чкаловская,1 мин. пешком,10,35,,,2021,Монолитный,12 300 000 
Вторичка,1-комн,ЦСКА,6 мин. на транспорте,12,48,Без ремонта,,,,14 600 000 
Новостройка,3-комн,Варшавская,9 мин. пешком,2,"65,45",,,2021,,10 736 025 
Вторичка,3-комн,Новогиреево,5 мин. на транспорте,6,59,Евроремонт,1971,,Панельный,8 600 000 
Вторичка,1-комн,Первомайская,6 мин. пешком,8,"29,2",Косметический,1959,,Блочный,6 400 000 
Новостройка,3-комн,Савеловская,13 мин. пешком,8,"84,57",,,2021,,14 800 000 
Вторичка,3-комн,Теплый Стан,2 мин. на транспорте,5,61,Косметический,1976,,Панельный,11 000 000 
Вторичка,1-комн,Автозаводская,20 мин. пешком,6,"35,6",Без ремонта,,,,7 800 000 
Вторичка,1-комн,Автозаводская,20 мин. пешком,16,42,Без ремонта,,,,10 300 000 
Вторичка,2-комн,Автозаводская,20 мин. пешком,6,73,Без ремонта,,,,14 450 000 
Вторичка,2-комн,Автозаводская,20 мин. пешком,3,63,Без ремонта,,,,11 950 000 
Новостройка,1-комн,Варшавская,9 мин. пешком,3,"43,13",,,2021,Монолитный,6 250 000 
Вторичка,3-комн,ВДНХ,15 мин. на транспорте,2,75,Косметический,1948,,Кирпичный,10 800 000 
Вторичка,Студия,Аннино,2 мин. на транспорте,25,25,Евроремонт,,,,6 450 000 
Вторичка,3-комн,Домодедовская,10 мин. пешком,5,58,Косметический,1976,,Панельный,8 700 000 
Вторичка Апартаменты,2-комн,Водный стадион,5 мин. пешком,9,43,Дизайнерский,2015,,Монолитный,10 000 000 
Вторичка,3-комн,Воробьевы горы,14 мин. пешком,10,140,Дизайнерский,2011,,Кирпичный,177 000 000 
Вторичка,1-комн,Балтийская,15 мин. пешком,11,"37,9",Евроремонт,2011,,Панельный,8 600 000 
Вторичка,3-комн,Текстильщики,15 мин. пешком,12,"84,8",Евроремонт,2006,,Панельный,15 395 000 
Вторичка,1-комн,Курская,1 мин. пешком,8,40,Евроремонт,,,,9 499 999 
Вторичка,1-комн,Балтийская,1 мин. пешком,2,30,Евроремонт,1964,,Кирпичный,7 190 000 
Вторичка,3-комн,Красный Строитель,3 мин. пешком,14,"76,3",Косметический,2004,,Панельный,12 440 000 
Вторичка,Многокомнатная квартира,Баррикадная,15 мин. пешком,4,188,Дизайнерский,1914,,Кирпичный,98 353 080 
Вторичка,4-комн,Трубная,6 мин. пешком,6,171,Без ремонта,,,,106 500 000 
Новостройка,1-комн,Технопарк,15 мин. пешком,4,"50,3",,,2022,Монолитный,10 571 856 
Вторичка,Студия,Домодедовская,1 мин. пешком,1,"20,5",Косметический,,,Панельный,3 870 000 
Вторичка,3-комн,ЗИЛ,13 мин. пешком,3,"72,77",,,,,15 200 000 
Новостройка,1-комн,Медведково,2 мин. на транспорте,13,"36,4",,,2020,,8 233 680 
Вторичка,2-комн,Бульвар Дмитрия Донского,3 мин. пешком,22,"61,7",Косметический,1991,,Панельный,10 700 000 
Вторичка,1-комн,Улица Скобелевская,16 мин. пешком,31,"54,1",Без ремонта,2018,,Монолитный,8 600 000 
Вторичка,3-комн,Кунцевская,8 мин. пешком,7,"60,2",Дизайнерский,1970,,Панельный,14 200 000 
Вторичка,1-комн,Свиблово,10 мин. пешком,4,"34,5",Евроремонт,1972,,Блочный,7 900 000 
Вторичка Апартаменты,3-комн,Коптево,3 мин. на транспорте,12,71,Без ремонта,2015,,Монолитный,13 200 000 
Вторичка,2-комн,Кутузовская,9 мин. пешком,2,"49,9",Косметический,,,,16 800 000 
Вторичка,1-комн,Первомайская,8 мин. пешком,17,"46,6",Евроремонт,2008,,,12 500 000 
Вторичка Апартаменты,1-комн,Красносельская,8 мин. пешком,3,43,Без ремонта,,,,11 990 000 
Вторичка,1-комн,Коломенская,4 мин. пешком,4,35,Евроремонт,1958,,Кирпичный,8 600 000 
Вторичка,4-комн,Каховская,,6,137,Дизайнерский,2001,,Монолитный,31 500 000 
Вторичка,4-комн,Октябрьская,10 мин. пешком,5,180,Без ремонта,2013,,Кирпичный,68 000 000 
Вторичка,1-комн,ЦСКА,5 мин. пешком,7,"54,4",Без ремонта,2017,,Монолитный,14 598 000 
Вторичка,2-комн,Лесопарковая,3 мин. пешком,3,"63,28",Евроремонт,,,,13 350 000 
Вторичка,4-комн,Охотный ряд,5 мин. пешком,5,170,Без ремонта,1892,,Кирпичный,101 525 760 
Вторичка,1-комн,Братиславская,10 мин. пешком,2,"34,2",,2002,,Панельный,5 950 000 
Вторичка,2-комн,Рязанский проспект,18 мин. пешком,19,"57,9",Без ремонта,,,,11 618 838 
Вторичка,3-комн,Рязанский проспект,18 мин. пешком,8,"96,47",Без ремонта,,,,18 217 760 
Вторичка,2-комн,Молодежная,6 мин. пешком,18,50,Дизайнерский,2019,,,19 500 000 
Новостройка,4-комн,Автозаводская,4 мин. на транспорте,21,"173,23",,,2021,,51 226 709 
Вторичка,3-комн,Молодежная,6 мин. пешком,17,"76,6",Без ремонта,2019,,,22 500 000 
Новостройка,Студия,Авиамоторная,5 мин. на транспорте,3,"25,9",,,2021,Монолитный,6 632 014 
Новостройка,1-комн,Авиамоторная,5 мин. на транспорте,9,"31,5",,,2021,Монолитный,8 106 915 
Вторичка,1-комн,Рязанский проспект,16 мин. пешком,5,33,Косметический,1967,,Панельный,5 900 000 
Вторичка,3-комн,Отрадное,8 мин. пешком,10,100,Дизайнерский,2018,,,23 500 000 
Новостройка Апартаменты,1-комн,Добрынинская,6 мин. на транспорте,4,27,,,2020,,9 514 000 
Вторичка,Студия,Калужская,8 мин. пешком,4,18,Косметический,,,Монолитный,5 250 000 
Новостройка,3-комн,Медведково,2 мин. на транспорте,2,"85,9",,,2020,,14 912 240 
Вторичка,2-комн,Волгоградский проспект,3 мин. на транспорте,3,"42,9",Косметический,1973,,Кирпичный,8 700 000 
Вторичка,1-комн,Бульвар Дмитрия Донского,7 мин. пешком,14,39,Евроремонт,2004,,Панельный,7 800 000 
Вторичка,3-комн,Чертановская,8 мин. пешком,8,76,Косметический,2001,,Блочный,16 296 000 
Вторичка,2-комн,Маяковская,8 мин. пешком,2,42,Косметический,1960,,Кирпичный,12 200 000 
Вторичка,3-комн,Алтуфьево,4 мин. пешком,22,72,Косметический,1983,,Монолитный,11 300 000 
Вторичка,1-комн,Бабушкинская,7 мин. пешком,3,39,Евроремонт,1989,,Блочный,7 900 000 
Вторичка Пентхаус,Многокомнатная квартира,Сокольники,5 мин. пешком,6,282,Дизайнерский,1999,,Монолитный,177 000 000 
Вторичка,2-комн,Ясенево,23 мин. пешком,14,54,Косметический,1981,,Монолитный,9 250 000 
,3-комн,Академическая,10 мин. пешком,10,80,,,,,23 500 000 
Вторичка,3-комн,Кантемировская,9 мин. на транспорте,16,"76,5",Евроремонт,2005,,Панельный,18 200 000 
Вторичка Апартаменты,3-комн,Калужская,7 мин. на транспорте,15,67,Косметический,2018,,Монолитный,12 800 000 
Вторичка,3-комн,Кантемировская,4 мин. на транспорте,3,"77,7",Косметический,1988,,Блочный,12 400 000 
,1-комн,Беляево,17 мин. пешком,5,35,,,,,7 200 000 
Вторичка,3-комн,Царицыно,5 мин. пешком,12,77,Евроремонт,1987,,Панельный,12 500 000 
Вторичка,1-комн,Бибирево,10 мин. пешком,8,33,Косметический,1974,,Панельный,5 900 000 
Вторичка,1-комн,Арбатская,10 мин. пешком,2,56,,,,,47 040 000 
Новостройка,1-комн,Текстильщики,4 мин. на транспорте,4,36,,,2022,,6 897 600 
Новостройка,3-комн,Выставочная,7 мин. пешком,2,"111,3",,,2020,,38 398 500 
Вторичка,1-комн,Кунцевская,15 мин. пешком,6,"47,9",Без ремонта,2017,,Монолитный,11 496 000 
Вторичка,3-комн,Ботанический сад,10 мин. пешком,14,120,Без ремонта,,,,24 822 000 
Вторичка,4-комн,Кузьминки,12 мин. пешком,6,"104,6",Косметический,1976,,Кирпичный,16 700 000 
Вторичка,4-комн,Цветной бульвар,5 мин. пешком,3,171,Без ремонта,,,,86 000 000 
Вторичка,1-комн,Царицыно,6 мин. пешком,5,"33,8",Косметический,1968,,Панельный,6 390 000 
Вторичка,2-комн,Водный стадион,15 мин. пешком,10,65,Евроремонт,2012,,Панельный,12 900 000 
Вторичка,3-комн,Водный стадион,10 мин. пешком,2,80,Евроремонт,2011,,Панельный,17 500 000 
Вторичка Апартаменты,1-комн,Коньково,3 мин. пешком,13,"39,1",Евроремонт,,,,9 482 000 
Вторичка,4-комн,Фрунзенская,14 мин. пешком,1,"200,3",Дизайнерский,,,,170 000 000 
Вторичка,1-комн,Коломенская,20 мин. пешком,13,"33,2",Без ремонта,1985,,Панельный,6 900 000 
Вторичка,3-комн,Юго-Западная,6 мин. на транспорте,31,"83,8",Евроремонт,2010,,Монолитный,32 000 000 
Новостройка,3-комн,Выставочная,7 мин. пешком,2,"111,3",,,2020,,38 398 500 
Вторичка,3-комн,Речной вокзал,5 мин. на транспорте,3,"55,4",Евроремонт,1967,,Кирпичный,12 290 000 
Вторичка,2-комн,Медведково,17 мин. пешком,2,"38,1",Евроремонт,1966,,Монолитный,7 800 000 
Вторичка,2-комн,Кузьминки,12 мин. пешком,11,"57,1",Без ремонта,,,,10 900 000 
Вторичка,2-комн,Пролетарская,7 мин. пешком,14,86,Косметический,2015,,,26 600 000 
Вторичка,1-комн,Выхино,10 мин. пешком,7,38,Без ремонта,1972,,Панельный,7 500 000 
Вторичка Апартаменты,3-комн,Динамо,7 мин. пешком,11,"58,8",Дизайнерский,2018,,,16 950 000 
Вторичка Апартаменты,1-комн,Новокузнецкая,12 мин. пешком,2,50,Без ремонта,,,,26 340 000 
